index,url,status,mimeType,out_path,startedDateTime,bodySize
52,https://lgn.edu.gov.il/nidp/edu/show-password.f46562834bb44c864f0f.png,200,image/png,lgn.edu.gov.il\nidp\edu\show-password.f46562834bb44c864f0f.png,2025-10-18T08:34:58.589Z,2161
54,https://lgn.edu.gov.il/nidp/edu/assets/images/spinner.gif,200,image/gif,lgn.edu.gov.il\nidp\edu\assets\images\spinner.gif,2025-10-18T08:35:01.472Z,90757
59,https://webtop.smartschool.co.il/account/loginMoe?key=ym25gEIyClDJUUfbIgpqsc1n/YYmO7uaZbJKK6A5qYlpP8iq7PK5V15znP6gvdOSwk+P+eRuBKgcCsn4wxJ5aBnF7KHaPBp0nBYVYhQ3CPFwo0gJ5+bB4+oQi9QtXh7U6Ch1dDGWz1IG+ciQOEvshA==,200,text/html,webtop.smartschool.co.il\account\loginMoe__q-535210472b_1.html,2025-10-18T08:35:01.695Z,9531
60,https://webtop.smartschool.co.il/assets/tinymce/js/tinymce/tinymce.min.js,200,application/javascript,webtop.smartschool.co.il\assets\tinymce\js\tinymce\tinymce.min_1.js,2025-10-18T08:35:01.725Z,439166
61,https://webtop.smartschool.co.il/assets/images/webtopIconStartPage.svg,200,image/svg+xml,webtop.smartschool.co.il\assets\images\webtopIconStartPage.svg,2025-10-18T08:35:01.726Z,703
62,https://webtop.smartschool.co.il/runtime.090ed16183954425.js,200,application/javascript,webtop.smartschool.co.il\runtime.090ed16183954425_1.js,2025-10-18T08:35:01.726Z,6508
63,https://webtop.smartschool.co.il/polyfills.103220723f1f38eb.js,200,application/javascript,webtop.smartschool.co.il\polyfills.103220723f1f38eb_1.js,2025-10-18T08:35:01.726Z,43716
64,https://webtop.smartschool.co.il/vendor.7a05346b04c88824.js,200,application/javascript,webtop.smartschool.co.il\vendor.7a05346b04c88824_1.js,2025-10-18T08:35:01.726Z,4223798
65,https://webtop.smartschool.co.il/main.c1c4218bcb77f4f6.js,200,application/javascript,webtop.smartschool.co.il\main.c1c4218bcb77f4f6_1.js,2025-10-18T08:35:01.726Z,1877397
66,https://webtop.smartschool.co.il/styles.ca0f5add79372b93.css,200,text/css,webtop.smartschool.co.il\styles.ca0f5add79372b93_1.css,2025-10-18T08:35:01.732Z,250127
67,https://o4508986740375552.ingest.de.sentry.io/api/4508986744438864/envelope/?sentry_key=474f63bacf87d3f2441c7735a8e5fbfc&sentry_version=7&sentry_client=sentry.javascript.angular-ivy%2F7.120.3,200,application/json,o4508986740375552.ingest.de.sentry.io\api\4508986744438864\envelope\index__q-24c0078dfc.json,2025-10-18T08:35:01.997Z,2
68,https://webtop.smartschool.co.il/assets/i18n/he.json,200,application/json,webtop.smartschool.co.il\assets\i18n\he.json,2025-10-18T08:35:02.019Z,268076
69,https://webtop.smartschool.co.il/common.e33c2a68e4c88353.js,200,application/javascript,webtop.smartschool.co.il\common.e33c2a68e4c88353_1.js,2025-10-18T08:35:02.030Z,16576
70,https://webtop.smartschool.co.il/6678.66ace321d3633494.js,200,application/javascript,webtop.smartschool.co.il\6678.66ace321d3633494_1.js,2025-10-18T08:35:02.030Z,112963
71,https://webtop.smartschool.co.il/assets/icons/login/Webtop_icon.svg?t=1759224163919,200,image/svg+xml,webtop.smartschool.co.il\assets\icons\login\Webtop_icon__q-f6fb168209.svg,2025-10-18T08:35:02.076Z,600
72,https://webtop.smartschool.co.il/assets/icons/language.svg?t=1759224163919,200,image/svg+xml,webtop.smartschool.co.il\assets\icons\language__q-f6fb168209.svg,2025-10-18T08:35:02.077Z,1510
73,https://webtop.smartschool.co.il/assets/version/version.txt?dt=1760776502083,200,application/json,webtop.smartschool.co.il\assets\version\version__q-5d73b60562.txt,2025-10-18T08:35:02.084Z,26
74,https://webtopserver.smartschool.co.il/server/api/user/LoginMoe,200,application/json,webtopserver.smartschool.co.il\server\api\user\LoginMoe.json,2025-10-18T08:35:02.085Z,2201
75,https://webtop.smartschool.co.il/lottie-web.0e347bd845861273.js,200,application/javascript,webtop.smartschool.co.il\lottie-web.0e347bd845861273_1.js,2025-10-18T08:35:02.086Z,318229
77,https://webtop.smartschool.co.il/assets/icons/settings/accessibility.svg?t=1759224163919,200,image/svg+xml,webtop.smartschool.co.il\assets\icons\settings\accessibility__q-f6fb168209.svg,2025-10-18T08:35:02.094Z,792
78,https://webtop.smartschool.co.il/assets/icons/close.svg?t=1759224163919,200,image/svg+xml,webtop.smartschool.co.il\assets\icons\close__q-f6fb168209.svg,2025-10-18T08:35:02.095Z,641
79,https://webtop.smartschool.co.il/assets/icons/settings/underline_link.svg?t=1759224163919,200,image/svg+xml,webtop.smartschool.co.il\assets\icons\settings\underline_link__q-f6fb168209.svg,2025-10-18T08:35:02.097Z,969
80,https://webtop.smartschool.co.il/assets/icons/settings/mark_title.svg?t=1759224163919,200,image/svg+xml,webtop.smartschool.co.il\assets\icons\settings\mark_title__q-f6fb168209.svg,2025-10-18T08:35:02.097Z,396
81,https://webtop.smartschool.co.il/assets/icons/settings/text_format.svg?t=1759224163919,200,image/svg+xml,webtop.smartschool.co.il\assets\icons\settings\text_format__q-f6fb168209.svg,2025-10-18T08:35:02.098Z,425
82,https://webtop.smartschool.co.il/assets/icons/settings/Monochrome.svg?t=1759224163919,200,image/svg+xml,webtop.smartschool.co.il\assets\icons\settings\Monochrome__q-f6fb168209.svg,2025-10-18T08:35:02.101Z,643
83,https://webtop.smartschool.co.il/assets/icons/settings/Bright_contrast.svg?t=1759224163919,200,image/svg+xml,webtop.smartschool.co.il\assets\icons\settings\Bright_contrast__q-f6fb168209.svg,2025-10-18T08:35:02.102Z,938
84,https://webtop.smartschool.co.il/assets/icons/settings/Dark_contrast.svg?t=1759224163919,200,image/svg+xml,webtop.smartschool.co.il\assets\icons\settings\Dark_contrast__q-f6fb168209.svg,2025-10-18T08:35:02.103Z,919
85,https://webtop.smartschool.co.il/assets/icons/settings/Low_saturation.svg?t=1759224163919,200,image/svg+xml,webtop.smartschool.co.il\assets\icons\settings\Low_saturation__q-f6fb168209.svg,2025-10-18T08:35:02.103Z,1140
86,https://webtop.smartschool.co.il/assets/icons/settings/High_saturation.svg?t=1759224163919,200,image/svg+xml,webtop.smartschool.co.il\assets\icons\settings\High_saturation__q-f6fb168209.svg,2025-10-18T08:35:02.104Z,1370
87,https://webtop.smartschool.co.il/OpenSans-Bold.e5f9f9180b3de78b.ttf,200,application/octet-stream,webtop.smartschool.co.il\OpenSans-Bold.e5f9f9180b3de78b.ttf,2025-10-18T08:35:02.112Z,129784
88,https://webtop.smartschool.co.il/OpenSans-Medium.56459f421c40dcbd.ttf,200,application/octet-stream,webtop.smartschool.co.il\OpenSans-Medium.56459f421c40dcbd.ttf,2025-10-18T08:35:02.112Z,129948
89,https://webtopserver.smartschool.co.il/server/api/user/GetYearRange,200,application/json,webtopserver.smartschool.co.il\server\api\user\GetYearRange.json,2025-10-18T08:35:02.189Z,159
90,https://webtopserver.smartschool.co.il/server/api/user/GetMultipleUsersForUser,200,application/json,webtopserver.smartschool.co.il\server\api\user\GetMultipleUsersForUser.json,2025-10-18T08:35:02.190Z,96
93,https://webtop.smartschool.co.il/4895.0244b2a38f0cb90e.js,200,application/javascript,webtop.smartschool.co.il\4895.0244b2a38f0cb90e_1.js,2025-10-18T08:35:02.193Z,61516
94,https://webtop.smartschool.co.il/assets/lotties/Log_in.json?v=1759224163919,200,application/json,webtop.smartschool.co.il\assets\lotties\Log_in__q-5f59379d8f.json,2025-10-18T08:35:02.216Z,351431
95,https://webtop.smartschool.co.il/3254.fa38b77aea2e514c.js,200,application/javascript,webtop.smartschool.co.il\3254.fa38b77aea2e514c_1.js,2025-10-18T08:35:02.255Z,232206
96,https://webtop.smartschool.co.il/410.6bd9dac2d75da511.js,200,application/javascript,webtop.smartschool.co.il\410.6bd9dac2d75da511_1.js,2025-10-18T08:35:02.255Z,33191
97,https://webtop.smartschool.co.il/549.7ed7a932b7f53350.js,200,application/javascript,webtop.smartschool.co.il\549.7ed7a932b7f53350_1.js,2025-10-18T08:35:02.255Z,16888
98,https://webtop.smartschool.co.il/9822.fcbfb846a3b94d7e.js,200,application/javascript,webtop.smartschool.co.il\9822.fcbfb846a3b94d7e_1.js,2025-10-18T08:35:02.256Z,78349
99,https://webtop.smartschool.co.il/2903.1db458dca84fcd1a.js,200,application/javascript,webtop.smartschool.co.il\2903.1db458dca84fcd1a_1.js,2025-10-18T08:35:02.256Z,505982
100,https://webtop.smartschool.co.il/2035.44c906187a43cc77.js,200,application/javascript,webtop.smartschool.co.il\2035.44c906187a43cc77_1.js,2025-10-18T08:35:02.256Z,154147
101,https://webtop.smartschool.co.il/86.480d0be6a51793e1.js,200,application/javascript,webtop.smartschool.co.il\86.480d0be6a51793e1_1.js,2025-10-18T08:35:02.256Z,802
102,https://o4508986740375552.ingest.de.sentry.io/api/4508986744438864/envelope/?sentry_key=474f63bacf87d3f2441c7735a8e5fbfc&sentry_version=7&sentry_client=sentry.javascript.angular-ivy%2F7.120.3,200,application/json,o4508986740375552.ingest.de.sentry.io\api\4508986744438864\envelope\index__q-24c0078dfc_1.json,2025-10-18T08:35:02.350Z,2
103,https://o4508986740375552.ingest.de.sentry.io/api/4508986744438864/envelope/?sentry_key=474f63bacf87d3f2441c7735a8e5fbfc&sentry_version=7&sentry_client=sentry.javascript.angular-ivy%2F7.120.3,200,application/json,o4508986740375552.ingest.de.sentry.io\api\4508986744438864\envelope\index__q-24c0078dfc_2.json,2025-10-18T08:35:02.350Z,2
104,https://webtopserver.smartschool.co.il/server/api/user/GetMultipleUsersForUser,200,application/json,webtopserver.smartschool.co.il\server\api\user\GetMultipleUsersForUser_1.json,2025-10-18T08:35:02.361Z,96
105,https://webtop.smartschool.co.il/assets/version/menuitems.json?dt=1760776502361,200,application/json,webtop.smartschool.co.il\assets\version\menuitems__q-03e15c152e.json,2025-10-18T08:35:02.362Z,1579
106,https://webtop.smartschool.co.il/assets/icons/Side_Menu/Settings.svg?t=1759224163919,200,image/svg+xml,webtop.smartschool.co.il\assets\icons\Side_Menu\Settings__q-f6fb168209.svg,2025-10-18T08:35:02.364Z,2246
107,https://webtop.smartschool.co.il/assets/icons/Side_Menu/Disconnect_Exit.svg?t=1759224163919,200,image/svg+xml,webtop.smartschool.co.il\assets\icons\Side_Menu\Disconnect_Exit__q-f6fb168209.svg,2025-10-18T08:35:02.366Z,671
108,https://webtopserver.smartschool.co.il/serverImages/api/stream/GetImage?id=PY0anAW1Gtn3RWi/7YyBjn51E+zNJ35ZO1wnEAb8/V4=&instiCode=444349&token=c6fa2949f0ca00ed5faf9bfd8fbd1a7b95fcf124&usertype=0&ts=1760776502006,200,text/plain,webtopserver.smartschool.co.il\serverImages\api\stream\GetImage__q-28159cb135.txt,2025-10-18T08:35:02.368Z,12
110,https://webtop.smartschool.co.il/assets/icons/Menu_Hamburger.svg?t=1759224163919,200,image/svg+xml,webtop.smartschool.co.il\assets\icons\Menu_Hamburger__q-f6fb168209.svg,2025-10-18T08:35:02.372Z,582
111,https://webtop.smartschool.co.il/sidenav_cover.d89b885b05c2b486.svg,200,image/svg+xml,webtop.smartschool.co.il\sidenav_cover.d89b885b05c2b486.svg,2025-10-18T08:35:02.378Z,3645
112,https://webtop.smartschool.co.il/Mada-Bold.ec7c852d88f36fa2.ttf,200,application/octet-stream,webtop.smartschool.co.il\Mada-Bold.ec7c852d88f36fa2.ttf,2025-10-18T08:35:02.381Z,39384
113,https://webtop.smartschool.co.il/assets/lotties/Morning.json?v=1759224163919,200,application/json,webtop.smartschool.co.il\assets\lotties\Morning__q-5f59379d8f.json,2025-10-18T08:35:02.405Z,276429
114,https://webtopserver.smartschool.co.il/serverImages/api/stream/GetImage?id=PY0anAW1Gtn3RWi/7YyBjn51E+zNJ35ZO1wnEAb8/V4=&instiCode=444349&token=c6fa2949f0ca00ed5faf9bfd8fbd1a7b95fcf124&isWaitinig=1&usertype=0&ts=1760776502358,200,text/plain,webtopserver.smartschool.co.il\serverImages\api\stream\GetImage__q-8dcf4f06c3.txt,2025-10-18T08:35:02.407Z,12
115,https://webtopserver.smartschool.co.il/server/api/Menu/GetInitData,200,application/json,webtopserver.smartschool.co.il\server\api\Menu\GetInitData.json,2025-10-18T08:35:02.421Z,4776
117,https://webtopserver.smartschool.co.il/server/api/dashboard/CheckToken,200,application/json,webtopserver.smartschool.co.il\server\api\dashboard\CheckToken.json,2025-10-18T08:35:02.542Z,98
119,https://webtop.smartschool.co.il/assets/icons/Side_Menu/Dayly_Dashboard.svg?t=1759224163919,200,image/svg+xml,webtop.smartschool.co.il\assets\icons\Side_Menu\Dayly_Dashboard__q-f6fb168209.svg,2025-10-18T08:35:02.544Z,664
120,https://webtop.smartschool.co.il/assets/icons/Side_Menu/Messages.svg?t=1759224163919,200,image/svg+xml,webtop.smartschool.co.il\assets\icons\Side_Menu\Messages__q-f6fb168209.svg,2025-10-18T08:35:02.548Z,670
121,https://webtop.smartschool.co.il/assets/icons/Side_Menu/Student_Card.svg?t=1759224163919,200,image/svg+xml,webtop.smartschool.co.il\assets\icons\Side_Menu\Student_Card__q-f6fb168209.svg,2025-10-18T08:35:02.549Z,893
122,https://webtop.smartschool.co.il/assets/icons/Side_Menu/Timetable_Changes.svg?t=1759224163919,200,image/svg+xml,webtop.smartschool.co.il\assets\icons\Side_Menu\Timetable_Changes__q-f6fb168209.svg,2025-10-18T08:35:02.551Z,687
123,https://webtop.smartschool.co.il/assets/icons/Side_Menu/Phone_Book.svg?t=1759224163919,200,image/svg+xml,webtop.smartschool.co.il\assets\icons\Side_Menu\Phone_Book__q-f6fb168209.svg,2025-10-18T08:35:02.552Z,1107
124,https://webtop.smartschool.co.il/assets/icons/Side_Menu/Form.svg?t=1759224163919,200,image/svg+xml,webtop.smartschool.co.il\assets\icons\Side_Menu\Form__q-f6fb168209.svg,2025-10-18T08:35:02.554Z,662
125,https://webtop.smartschool.co.il/assets/icons/Side_Menu/files_repository.svg?t=1759224163919,200,image/svg+xml,webtop.smartschool.co.il\assets\icons\Side_Menu\files_repository__q-f6fb168209.svg,2025-10-18T08:35:02.555Z,730
126,https://webtop.smartschool.co.il/assets/icons/Meeting_diary.svg?t=1759224163919,200,image/svg+xml,webtop.smartschool.co.il\assets\icons\Meeting_diary__q-f6fb168209.svg,2025-10-18T08:35:02.557Z,454
127,https://webtop.smartschool.co.il/assets/icons/Side_Menu/externalSites.svg?t=1759224163919,200,image/svg+xml,webtop.smartschool.co.il\assets\icons\Side_Menu\externalSites__q-f6fb168209.svg,2025-10-18T08:35:02.558Z,363
128,https://webtop.smartschool.co.il/assets/icons/Side_Menu/notification.svg?t=1759224163919,200,image/svg+xml,webtop.smartschool.co.il\assets\icons\Side_Menu\notification__q-f6fb168209.svg,2025-10-18T08:35:02.559Z,763
129,https://webtop.smartschool.co.il/assets/icons/Side_Menu/Support.svg?t=1759224163919,200,image/svg+xml,webtop.smartschool.co.il\assets\icons\Side_Menu\Support__q-f6fb168209.svg,2025-10-18T08:35:02.560Z,733
130,https://webtop.smartschool.co.il/assets/icons/Side_Menu/help.svg?t=1759224163919,200,image/svg+xml,webtop.smartschool.co.il\assets\icons\Side_Menu\help__q-f6fb168209.svg,2025-10-18T08:35:02.562Z,811
131,https://webtop.smartschool.co.il/assets/icons/Back_Arrow.svg?t=1759224163919,200,image/svg+xml,webtop.smartschool.co.il\assets\icons\Back_Arrow__q-f6fb168209.svg,2025-10-18T08:35:02.566Z,592
132,https://webtopserver.smartschool.co.il/server/api/dashboard/InitDashboard,200,application/json,webtopserver.smartschool.co.il\server\api\dashboard\InitDashboard.json,2025-10-18T08:35:02.674Z,290
133,https://webtopserver.smartschool.co.il/server/api/general/SaveStatistics,200,application/json,webtopserver.smartschool.co.il\server\api\general\SaveStatistics.json,2025-10-18T08:35:02.675Z,98
134,https://webtopserver.smartschool.co.il/server/api/dashboard/GetLatestPopupForUser,200,application/json,webtopserver.smartschool.co.il\server\api\dashboard\GetLatestPopupForUser.json,2025-10-18T08:35:02.676Z,98
138,https://webtopserver.smartschool.co.il/serverImages/api/stream/GetImage?id=PY0anAW1Gtn3RWi/7YyBjn51E+zNJ35ZO1wnEAb8/V4=&instiCode=444349&token=c6fa2949f0ca00ed5faf9bfd8fbd1a7b95fcf124&usertype=0&ts=1760776502006&date=1760776502745,200,text/plain,webtopserver.smartschool.co.il\serverImages\api\stream\GetImage__q-5dad89b36f.txt,2025-10-18T08:35:02.746Z,12
139,https://webtopserver.smartschool.co.il/serverImages/api/stream/GetImage?id=PY0anAW1Gtn3RWi/7YyBjn51E+zNJ35ZO1wnEAb8/V4=&instiCode=444349&token=c6fa2949f0ca00ed5faf9bfd8fbd1a7b95fcf124&usertype=0&ts=1760776502006&date=1760776502746,200,text/plain,webtopserver.smartschool.co.il\serverImages\api\stream\GetImage__q-d4866935a5.txt,2025-10-18T08:35:02.746Z,12
142,https://webtopserver.smartschool.co.il/server/api/dashboard/ShotefSchedualeDataForToday,200,application/json,webtopserver.smartschool.co.il\server\api\dashboard\ShotefSchedualeDataForToday.json,2025-10-18T08:35:02.768Z,2569
143,https://webtopserver.smartschool.co.il/server/api/dashboard/ChangesAndMessagesDataForToday,200,application/json,webtopserver.smartschool.co.il\server\api\dashboard\ChangesAndMessagesDataForToday.json,2025-10-18T08:35:02.769Z,168
145,https://webtopserver.smartschool.co.il/server/api/dashboard/GetHomeWork,200,application/json,webtopserver.smartschool.co.il\server\api\dashboard\GetHomeWork.json,2025-10-18T08:35:02.770Z,133
148,https://webtopserver.smartschool.co.il/server/api/dashboard/GetPupilDiciplineEvents,200,application/json,webtopserver.smartschool.co.il\server\api\dashboard\GetPupilDiciplineEvents.json,2025-10-18T08:35:02.770Z,3095
150,https://webtopserver.smartschool.co.il/server/api/dashboard/GetGrades,200,application/json,webtopserver.smartschool.co.il\server\api\dashboard\GetGrades.json,2025-10-18T08:35:02.771Z,1334
152,https://webtop.smartschool.co.il/assets/icons/shortcuts/Student_card.svg?t=1759224163919,200,image/svg+xml,webtop.smartschool.co.il\assets\icons\shortcuts\Student_card__q-f6fb168209.svg,2025-10-18T08:35:02.774Z,3156
153,https://webtop.smartschool.co.il/assets/icons/shortcuts/Messages.svg?t=1759224163919,200,image/svg+xml,webtop.smartschool.co.il\assets\icons\shortcuts\Messages__q-f6fb168209.svg,2025-10-18T08:35:02.774Z,894
154,https://webtop.smartschool.co.il/assets/icons/shortcuts/Timetable_changes.svg?t=1759224163919,200,image/svg+xml,webtop.smartschool.co.il\assets\icons\shortcuts\Timetable_changes__q-f6fb168209.svg,2025-10-18T08:35:02.775Z,4725
155,https://webtop.smartschool.co.il/8799.59c9da77efe3955b.js,200,application/javascript,webtop.smartschool.co.il\8799.59c9da77efe3955b_1.js,2025-10-18T08:35:04.082Z,1109
156,https://webtopserver.smartschool.co.il/server/api/logs,200,application/json,webtopserver.smartschool.co.il\server\api\logs.json,2025-10-18T08:35:04.950Z,51
